Age,Employment_Type,Annual_Income,Employment_Duration_Years,Number_of_Dependents,Loan_Purpose,Loan_Amount,Loan_Tenure_Months,Existing_Loans_Count,Total_Outstanding_Debt,Existing_Monthly_EMI,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Credit_Utilization,Previous_Defaults,Missed_Payments,Maximum_Days_Past_Due,Recent_Credit_Enquiries,Credit_History_Length,Number_of_Credit_Accounts,Payment_History,Credit_Score,Decision
21,Salaried,740900,2.2,1,Personal,1292000,36,1,288300,11370,85.43,174.38,16.34,0,1,12,3,0.5,2,94.94,686,0
41,Business Owner,254000,9.6,0,Home Renovation,323000,24,0,0,0,72.31,127.17,45.84,0,1,14,2,16.7,2,100,710,1
28,Salaried,812500,3.1,1,Personal,719000,72,1,36900,1430,22.57,88.49,29.18,0,0,0,5,6,4,100,675,1
35,Business Owner,556500,6.6,0,Consumer Durable,1091000,48,3,2083800,60550,95,196.05,23.06,0,0,0,4,3,5,100,649,1
39,Salaried,1883100,8.5,1,Medical,2676000,12,1,63300,2310,95,142.11,18.94,0,0,0,1,10.5,4,100,713,0
40,Salaried,295800,5,2,Home Renovation,761000,24,3,446700,13880,95,257.27,16.6,0,1,17,3,10.4,6,94.62,721,0
30,Salaried,1054900,4.5,2,Home,538000,84,1,445600,8740,20.74,51,15.96,0,0,0,0,8.4,7,100,727,1
47,Salaried,717300,8.5,2,Business,663000,36,1,61900,2490,43.69,92.43,36.54,0,2,21,0,25.9,3,96.77,750,1
43,Contract,599100,2.6,0,Home,1661000,24,3,1191200,32370,95,277.25,59.4,0,1,16,4,17.3,5,94.31,668,0
28,Salaried,750500,5.8,0,Business,1378000,36,0,0,0,71.75,183.61,11.8,0,0,0,3,7.2,4,100,697,0
32,Salaried,478300,15.2,1,Home,1191000,72,0,0,0,57.02,249.01,41.14,0,0,0,3,9.2,3,100,660,0
30,Salaried,795700,4.5,1,Home Renovation,2142000,36,0,0,0,95,269.2,44.76,0,1,12,2,5.7,2,100,676,0
35,Salaried,368200,4.2,5,Home,379000,60,1,137100,5050,46.59,102.93,46.51,0,0,0,1,16.9,3,100,675,0
41,Self-Employed,1018400,3.8,6,Personal,383000,48,2,611400,13610,29.23,37.61,42.31,0,0,0,0,12.2,5,100,681,1
21,Salaried,1536600,4.1,1,Business,2353000,48,1,584900,22130,65.47,153.13,45.94,0,1,7,2,4.4,3,97.96,622,0
21,Salaried,506600,2.9,1,Personal,626000,72,1,941400,18550,74.76,123.57,23.46,0,0,0,4,0.5,3,98.3,660,0
29,Salaried,727000,13.9,2,Personal,1804000,84,2,559000,13180,79.25,248.14,36.48,0,1,15,3,0.5,6,95.13,616,0
47,Business Owner,1383200,6,0,Home Renovation,1190000,60,3,811100,29490,49.84,86.03,25.75,0,0,0,0,24,6,97.56,785,1
38,Salaried,700000,3.9,4,Education,1764000,60,0,0,0,64.49,252,7.78,0,0,0,3,14,1,97.01,735,1
49,Professional,1186800,4.1,2,Home,1397000,24,1,104400,3580,71.12,117.71,11.65,0,1,11,1,27,4,96.74,777,1
35,Salaried,683700,1.6,2,Business,920000,48,0,0,0,41.42,134.56,22.51,0,0,0,2,13.2,2,99.84,721,1
29,Salaried,596600,3.4,1,Business,489000,24,2,115300,3130,54.84,81.96,39.06,0,0,0,1,5.9,5,99.37,647,0
22,Salaried,777200,1.8,1,Home,1378000,36,1,26300,550,68.58,177.3,14.42,0,0,0,0,0.5,3,100,661,1
29,Self-Employed,244400,4.3,1,Medical,304000,60,0,0,0,32.54,124.39,13.95,0,0,0,3,4.9,2,97.88,682,0
31,Salaried,952000,2.3,2,Home Renovation,1342000,60,0,0,0,42.82,140.97,40.01,0,0,0,3,5.3,4,100,698,0
21,Salaried,540600,1.1,2,Personal,969000,12,1,173200,6280,95,179.25,45.58,0,0,0,4,0.5,4,93.82,642,0
29,Self-Employed,1066400,1.4,3,Home,1804000,36,1,118900,4000,74.75,169.17,32.37,0,0,0,3,0.5,3,98.06,628,0
29,Salaried,716800,6.2,1,Vehicle,1803000,48,0,0,0,88.21,251.53,41.42,0,0,0,5,4.3,1,100,629,0
36,Salaried,766800,3.7,4,Personal,382000,36,1,28400,660,21.27,49.82,28.63,0,0,0,4,9.5,6,99.7,695,1
36,Salaried,595300,3.4,1,Business,647000,36,0,0,0,41.57,108.68,61.37,0,1,9,2,10,2,98.24,659,1
39,Professional,2887100,5.4,0,Vehicle,5000000,24,1,38200,1040,95,173.18,44.96,0,4,22,3,18.9,4,91.11,704,0
22,Salaried,635800,0.7,2,Home,860000,48,0,0,0,47.13,135.26,50.11,0,0,0,1,0.5,4,100,621,1
26,Salaried,1256700,4.9,1,Home Renovation,1502000,24,0,0,0,69.6,119.52,70.29,0,0,0,5,0.5,3,100,574,0
44,Salaried,2279600,0.5,2,Home Renovation,5000000,60,2,347200,8800,70.56,219.34,47.73,0,0,0,6,19.7,7,97.75,753,0
34,Self-Employed,431000,9.9,2,Vehicle,212000,12,0,0,0,53.26,49.19,42.07,1,3,36,0,8,3,84.36,615,0
43,Salaried,336400,13.3,2,Personal,289000,48,0,0,0,27.46,85.91,9.66,0,0,0,1,16.3,2,100,739,1
35,Business Owner,820300,8.4,3,Home Renovation,1595000,36,1,1362500,32760,95,194.44,20.02,0,1,7,2,13.1,3,96.65,704,0
38,Salaried,430100,8.5,4,Business,559000,36,2,755500,27550,95,129.97,47.86,0,0,0,2,8.7,5,99.35,669,0
40,Salaried,696800,4.7,3,Vehicle,447000,72,1,771900,14320,41.43,64.15,20.11,1,4,64,2,20.3,8,84.66,697,1
31,Salaried,747100,4.7,2,Vehicle,495000,36,1,268100,10500,44.87,66.26,16.71,0,1,11,0,12.7,5,99.04,731,1
30,Salaried,474100,4.9,2,Business,942000,84,3,1187000,27440,95,198.69,30.54,0,0,0,0,0.7,4,97.93,665,0
30,Salaried,918100,13.1,2,Home,2083000,36,2,467000,16960,95,226.88,33.02,0,0,0,6,3.6,8,98.88,636,0
35,Business Owner,619800,0.5,1,Education,907000,24,2,811600,18870,95,146.34,50.55,0,2,22,5,14.5,6,91.23,670,0
41,Salaried,996600,6.1,1,Education,1896000,36,1,16800,500,80.02,190.25,55.66,0,0,0,1,14.2,4,100,654,1
33,Salaried,932900,9.7,1,Vehicle,1001000,48,2,386100,14540,53.51,107.3,25.52,0,0,0,2,6.9,5,99.3,684,0
46,Salaried,1187500,6.1,2,Education,2677000,60,4,742100,18510,80.21,225.43,25.07,0,2,26,1,25.8,7,94.2,763,1
51,Salaried,1264200,4.1,4,Home,2643000,36,1,124700,5040,84.8,209.07,41.13,1,1,18,3,27.8,5,93.31,721,0
29,Salaried,966300,8.1,1,Home,1564000,12,0,0,0,95,161.85,27.33,0,1,11,2,1.5,2,95.68,653,0
46,Contract,784800,0.5,1,Vehicle,1200000,24,3,1157800,28020,95,152.91,21.98,0,1,5,1,26.8,6,94.13,737,1
36,Salaried,1192500,13.2,1,Consumer Durable,540000,48,0,0,0,13.58,45.28,57.7,1,4,26,4,11.4,4,74.37,604,1
39,Business Owner,299700,4.8,1,Personal,688000,72,3,736600,29220,95,229.56,22.99,0,0,0,6,15.3,6,100,691,0
35,Salaried,278500,6.5,2,Medical,510000,72,0,0,0,39.74,183.12,20.21,0,0,0,4,20.1,5,98.28,769,1
46,Salaried,208900,8.3,1,Personal,113000,48,0,0,0,16.65,54.09,41.59,0,0,0,2,17.9,2,100,699,1
39,Salaried,765000,0.5,2,Personal,1460000,48,1,137100,5430,71.95,190.85,26.6,2,6,69,5,11.7,3,77.4,617,0
33,Salaried,565600,7.4,1,Business,1428000,60,0,0,0,65.19,252.48,6.11,0,0,0,1,13.5,2,100,733,0
32,Professional,432500,0.5,2,Home,776000,72,2,328300,6850,63.6,179.42,12.68,0,0,0,5,11.1,5,100,700,0
26,Salaried,462200,1.8,0,Home Renovation,773000,48,2,624700,16100,95,167.24,53.32,0,0,0,2,0.5,5,98.86,618,0
31,Salaried,783900,7.9,2,Personal,1574000,48,0,0,0,60.52,200.79,12.08,0,0,0,1,3.2,1,99.03,698,0
46,Salaried,289500,1.8,3,Education,236000,48,1,147800,4230,43.3,81.52,42.23,1,2,32,3,20.4,4,85.37,655,0
45,Salaried,613200,8.4,4,Business,1158000,48,0,0,0,57.08,188.85,20.09,1,1,17,5,24.7,2,93.51,744,1
31,Salaried,912000,2,4,Home,1188000,60,3,885900,27560,70.4,130.26,36.09,0,0,0,3,0.8,6,100,655,1
27,Salaried,551900,4.5,3,Education,737000,60,0,0,0,40.07,133.54,24.95,1,3,17,4,0.5,3,82.66,586,0
44,Salaried,619500,3.9,3,Consumer Durable,1262000,12,1,50300,1200,95,203.71,30.4,0,2,11,2,14.9,4,92.78,670,0
40,Salaried,1397400,11.6,1,Business,3387000,60,0,0,0,66.58,242.38,14.94,1,1,11,4,12.8,1,91.62,686,0
21,Salaried,416900,6.6,1,Home,938000,12,0,0,0,95,224.99,52.79,0,0,0,3,0.5,3,100,603,0
60,Salaried,1240600,7.6,2,Personal,888000,60,2,735300,20930,39.83,71.58,36.76,1,1,10,1,35,6,89.34,779,1
36,Salaried,323000,5.5,2,Business,292000,24,1,84200,2750,64.22,90.4,56.07,1,6,65,1,17.2,4,84.28,644,0
50,Self-Employed,391600,4.8,0,Medical,938000,24,0,0,0,95,239.53,37.39,0,0,0,1,22.3,2,97.17,706,0
37,Business Owner,355100,9,2,Home,950000,36,3,1380900,43750,95,267.53,48.71,0,0,0,9,13.1,7,100,655,0
27,Salaried,1143800,2.4,1,Personal,1471000,36,2,70000,2340,53.96,128.61,17.85,0,0,0,3,1.2,6,95.15,681,1
38,Salaried,604000,8.8,3,Business,865000,60,0,0,0,43.13,143.21,42.11,0,0,0,0,9.6,3,100,670,1
24,Salaried,551300,10,0,Vehicle,1490000,60,3,501200,12780,95,270.27,59.72,0,0,0,6,0.5,6,100,596,0
35,Salaried,1166700,8.5,1,Education,2441000,24,0,0,0,95,209.22,32.87,0,2,29,8,9.1,1,91.41,648,0
27,Business Owner,733600,1.8,1,Home,423000,60,1,180600,6460,26.85,57.66,48.94,0,0,0,0,0.5,3,98.63,660,1
34,Salaried,649800,2,2,Medical,612000,48,1,47600,1700,34.75,94.18,25.22,1,1,12,1,15.1,6,91.43,675,0
38,Salaried,612900,8.3,2,Vehicle,946000,60,0,0,0,41.39,154.35,68.94,0,2,34,2,10.7,2,95.6,630,0
39,Self-Employed,656400,1.1,0,Education,814000,12,0,0,0,95,124.01,28.09,0,0,0,5,16.8,4,98.57,707,0
24,Salaried,1009300,0.6,1,Consumer Durable,295000,84,1,145300,5570,13.08,29.23,39.27,0,1,18,1,0.5,7,93.36,629,0
31,Salaried,987100,7,3,Business,987000,72,0,0,0,23.67,99.99,22.85,0,1,10,0,13.5,4,97.17,752,1
21,Salaried,1609700,4.7,2,Medical,1941000,36,1,550500,18670,65.39,120.58,19.85,0,1,16,2,0.5,3,95.52,651,0
41,Salaried,1012900,9.3,0,Education,2027000,60,2,457500,17700,81.41,200.12,29.32,0,0,0,3,20.5,6,98.52,746,0
38,Salaried,579600,4.3,0,Home,1381000,84,0,0,0,58.18,238.27,13.8,0,0,0,5,19.4,4,100,728,1
26,Contract,441700,7,0,Consumer Durable,1000000,48,2,787400,23840,95,226.4,20.41,0,0,0,7,2.7,9,100,670,0
48,Salaried,895500,8.5,0,Home,1315000,36,1,132600,3880,64.38,146.85,30,0,1,14,1,22.1,2,100,739,0
40,Contract,632500,9,2,Personal,740000,60,1,143600,2600,37.62,117,54.89,0,1,14,3,12.2,2,96.69,668,1
35,Salaried,430000,2.4,0,Business,527000,36,1,386100,11400,83.75,122.56,49.77,0,0,0,0,15.1,4,100,730,0
32,Salaried,1032100,6.2,1,Medical,1309000,72,3,459300,14260,48.56,126.83,27.77,0,0,0,3,10.5,6,100,702,1
31,Professional,539500,9.4,1,Home,1408000,36,0,0,0,95,260.98,5.31,0,0,0,4,5,3,99.72,731,0
29,Business Owner,483400,15.1,0,Home,1141000,60,1,299800,9820,91.35,236.04,48,0,0,0,1,5.1,5,100,636,0
46,Salaried,878500,10.4,1,Home,1299000,48,0,0,0,51.21,147.87,8.89,0,3,22,2,28.4,2,89.84,761,1
38,Salaried,675400,2.9,1,Business,1089000,72,2,250400,4880,48.54,161.24,31.06,0,1,10,1,6.8,4,99.01,697,1
27,Salaried,1074600,0.5,3,Personal,1152000,36,1,129500,4290,47.97,107.2,18.45,0,0,0,2,0.5,4,99.1,672,0
47,Salaried,437400,3.7,1,Business,386000,60,1,524700,21160,80.09,88.25,5.38,0,1,17,3,21.8,6,98.04,756,0
35,Salaried,395700,3.9,2,Personal,209000,72,1,509800,21320,77.23,52.82,37.55,0,1,10,2,6.6,2,98.67,670,0
28,Self-Employed,403700,1.6,1,Education,500000,24,2,283200,7620,93.54,123.85,69.3,0,0,0,1,5.5,3,99.97,598,0
53,Contract,1838100,0.9,0,Personal,2220000,48,0,0,0,38.5,120.78,38.35,1,2,18,3,31.6,4,81.68,734,1
27,Salaried,1581300,8.7,5,Home,1837000,72,1,1602500,63870,78.93,116.17,24.37,0,1,16,1,10.4,2,100,699,0
29,Salaried,268600,11,1,Personal,372000,60,0,0,0,39.71,138.5,10.71,0,2,25,3,2.8,5,98.05,682,1
36,Salaried,409300,6.4,1,Business,131000,60,1,345800,9060,34.55,32.01,26.43,0,1,11,1,6.6,7,96.85,655,0
39,Salaried,610300,6.2,2,Vehicle,160000,12,0,0,0,27.72,26.22,18.17,1,0,0,1,14.9,5,85.11,709,1
30,Salaried,612100,0.5,2,Personal,1072000,48,0,0,0,58.2,175.13,20.96,0,0,0,4,9.5,4,100,677,0
21,Business Owner,849900,3.6,2,Personal,1587000,72,0,0,0,47.07,186.73,33.38,0,0,0,0,0.6,2,99.98,658,1
36,Salaried,816900,5.4,2,Education,1092000,36,2,1184900,38900,95,133.68,52.15,0,0,0,3,9.4,9,99.56,656,0
27,Salaried,541700,11,1,Home Renovation,1503000,12,2,704300,25680,95,277.46,50.04,0,0,0,3,0.9,6,100,650,0
33,Salaried,753100,6.7,1,Personal,307000,72,1,31700,970,11.16,40.76,26.25,0,1,10,7,7,5,97.11,659,1
29,Salaried,496800,3.4,3,Personal,616000,24,1,90200,3410,77.93,123.99,45.12,0,3,48,3,3.1,2,92.32,634,1
27,Salaried,1182100,9.3,2,Personal,3044000,36,0,0,0,95,257.51,23.59,0,0,0,3,5,1,96.11,700,0
34,Salaried,1224300,12.5,1,Personal,3364000,24,1,664300,19760,95,274.77,34.85,0,0,0,4,10.1,2,98.35,671,0
31,Self-Employed,217600,5.1,2,Vehicle,446000,60,0,0,0,56.07,204.96,32.4,0,0,0,2,7.8,1,96.23,665,0
29,Salaried,372700,4.6,1,Business,464000,48,2,378900,12390,78.25,124.5,16.57,1,3,34,1,3.9,3,83.43,626,0
44,Salaried,1065100,7.2,1,Personal,2436000,60,1,197100,8010,76.64,228.71,44.34,0,1,12,4,10.2,7,98.06,656,0
28,Professional,478000,4.7,3,Medical,607000,60,0,0,0,33.93,126.99,34.79,1,0,0,0,5.7,2,90.93,644,0
34,Salaried,588500,7.5,1,Business,1410000,60,0,0,0,69.53,239.59,31.74,0,0,0,1,15.5,3,98.29,702,0
36,Salaried,478000,3.3,2,Education,1141000,72,0,0,0,64.48,238.7,18.17,0,2,33,1,14.1,2,93.79,714,0
22,Salaried,260300,3,1,Vehicle,202000,72,0,0,0,17.92,77.6,16.83,0,1,14,1,0.5,6,99.56,670,1
26,Professional,672400,4.1,1,Home,723000,36,0,0,0,45.94,107.53,27.56,0,0,0,2,0.5,3,100,682,1
36,Salaried,722400,7.5,1,Vehicle,549000,24,0,0,0,45,76,19.01,0,1,5,1,17.2,4,93.86,741,1
35,Self-Employed,1011700,3.5,0,Personal,1217000,12,1,83100,3130,95,120.29,24.22,0,2,11,2,12.5,4,92.71,716,1
29,Self-Employed,724400,6.5,1,Personal,1758000,24,3,487000,13410,95,242.68,15.06,0,2,25,5,7.7,6,92.48,678,0
36,Professional,762000,3,1,Personal,1979000,36,1,502000,18640,95,259.71,46.05,0,0,0,3,19.1,3,100,674,0
38,Salaried,1036500,0.5,1,Medical,947000,60,0,0,0,26.7,91.37,83.74,1,4,39,3,23.3,5,78.06,655,0
41,Salaried,437400,7.2,1,Medical,762000,36,3,390200,9760,95,174.21,10.45,0,1,6,4,16.8,4,96,723,1
42,Salaried,495500,5,3,Vehicle,1263000,72,1,668600,17480,95,254.89,23.41,0,2,25,7,22,4,91.25,750,0
46,Business Owner,836300,10.5,1,Personal,1312000,60,3,2345700,78210,95,156.88,42.28,0,0,0,5,22.8,6,98.3,716,0
37,Salaried,768500,3.5,2,Medical,435000,72,1,420400,11150,29.93,56.6,25.05,0,1,6,4,15,6,95.47,717,1
24,Self-Employed,1880100,8.5,1,Education,3542000,24,1,338500,14050,95,188.39,54.92,0,0,0,2,2.7,7,96.5,624,0
33,Salaried,534200,1.6,0,Education,879000,72,0,0,0,40.45,164.55,48.11,0,2,28,3,8.1,3,98.36,649,0
25,Salaried,1185700,1,3,Personal,821000,36,0,0,0,28.04,69.24,31.85,1,3,31,0,0.5,1,87.22,625,1
43,Self-Employed,804400,4.9,2,Vehicle,215000,36,0,0,0,10.64,26.73,29.22,0,1,6,0,24.2,2,94.84,767,1
48,Self-Employed,828700,3.4,0,Education,1344000,12,1,127300,2350,95,162.18,6.82,0,0,0,6,20.6,2,100,721,0
36,Salaried,1856000,10.3,3,Business,3946000,24,3,2397700,83430,95,212.61,42.2,0,1,7,3,8.1,6,96.81,669,0
46,Salaried,279200,1.6,1,Personal,199000,48,0,0,0,21.33,71.28,19.65,0,0,0,3,21.9,2,100,750,0
45,Self-Employed,468100,5.9,1,Business,245000,36,1,186300,7000,40.07,52.34,15.12,0,2,27,3,25.1,7,94.39,753,1
39,Self-Employed,320500,3.7,0,Personal,279000,24,0,0,0,48.64,87.05,43.23,0,2,22,1,9.4,4,95.04,652,1
40,Professional,750700,7.9,1,Education,1971000,12,0,0,0,95,262.55,28.09,0,1,15,1,21.5,2,94.38,708,0
44,Salaried,620600,3.1,2,Vehicle,371000,36,1,711600,22700,67.86,59.78,50.64,1,1,14,2,24.5,8,94.6,697,0
24,Salaried,876200,2.5,5,Personal,523000,60,0,0,0,17.96,59.69,14.89,0,2,20,1,0.5,1,99.5,674,1
38,Business Owner,532700,0.5,2,Personal,212000,36,0,0,0,16.19,39.8,33.94,0,2,22,1,9.1,3,96.05,674,1
41,Self-Employed,882500,8,2,Personal,1028000,60,0,0,0,32.38,116.49,19.72,0,2,33,0,21.6,4,91.15,755,1
24,Salaried,367100,5,3,Personal,115000,72,1,61600,1160,11.32,31.33,28.55,0,1,13,0,0.5,2,98.38,644,1
52,Professional,990800,5.8,2,Vehicle,2204000,48,2,1008200,35590,95,222.45,33.91,0,0,0,3,26,5,99.22,716,1
45,Self-Employed,180000,7.3,2,Business,151000,36,1,266900,5150,69.32,83.89,45.79,0,1,14,2,21.7,5,96.65,699,0
45,Self-Employed,1315700,2.1,1,Medical,3564000,60,0,0,0,68.05,270.88,37.81,0,1,6,3,23.3,4,95.95,728,0
39,Salaried,681800,0.5,1,Home,735000,72,2,697000,18000,57.45,107.8,25.81,0,2,24,2,22.5,5,95.92,748,1
28,Salaried,567600,2,1,Home,986000,60,2,525800,19220,92.38,173.71,30.94,0,0,0,4,0.9,4,98.28,653,0
25,Salaried,786100,5,4,Medical,1075000,60,0,0,0,34.44,136.75,51.63,0,0,0,0,2.8,3,98.98,650,0
35,Self-Employed,695800,3.4,0,Home,365000,60,1,422200,10210,31.49,52.46,28.38,0,0,0,5,11.5,4,100,675,1
42,Salaried,363200,3.8,0,Consumer Durable,768000,72,0,0,0,49.33,211.45,52.96,0,1,15,5,17.6,3,94.89,673,0
41,Salaried,857900,1.7,0,Personal,1734000,72,1,119600,4180,58.17,202.12,43.3,0,1,17,3,20.8,6,100,695,1
51,Self-Employed,425600,7.9,2,Personal,696000,36,0,0,0,63.67,163.53,48.44,1,1,10,5,30.2,2,89.19,723,1
33,Salaried,496200,5.8,1,Vehicle,208000,36,0,0,0,17.81,41.92,26.47,1,3,17,1,7.5,2,83.4,650,0
33,Salaried,671700,3.7,1,Consumer Durable,1426000,48,3,491900,16220,95,212.3,14.2,0,0,0,8,4.5,5,95.53,678,0
36,Salaried,582500,0.6,0,Education,1519000,36,2,275800,7760,95,260.77,39.06,1,2,19,5,7.2,4,82.08,611,0
26,Salaried,425600,1.2,1,Home,1145000,36,1,373600,8120,95,269.03,45.17,0,0,0,5,3.4,5,99.66,635,0
49,Contract,1006900,0.6,2,Home,2503000,36,1,414200,12030,95,248.58,48.91,0,1,14,2,27,5,93.02,759,0
34,Business Owner,200500,1.3,2,Personal,364000,36,0,0,0,72.99,181.55,31.04,0,1,12,4,10.9,2,98.79,675,1
38,Salaried,251900,0.5,0,Medical,618000,84,2,812000,26750,95,245.34,43.31,0,2,17,4,10,3,90.86,654,0
43,Business Owner,288900,8.4,4,Education,246000,60,1,2003100,38580,95,85.15,44.47,1,4,68,2,22.3,3,82.88,650,0
30,Salaried,610600,4.3,6,Vehicle,982000,72,1,139700,5700,49.34,160.83,21.29,0,0,0,3,9.2,7,100,694,1
38,Professional,530900,12.9,0,Vehicle,316000,72,1,55300,1610,17.23,59.52,21.05,1,3,38,1,14.4,5,78.13,687,1
36,Contract,713100,2.3,2,Personal,1572000,24,0,0,0,95,220.45,29.56,0,0,0,3,14.5,2,100,679,0
44,Professional,462400,8.9,4,Education,661000,48,0,0,0,46.56,142.95,22.27,0,0,0,2,21.1,7,95.57,743,1
36,Self-Employed,2052500,3.7,2,Personal,4900000,36,3,1128000,30360,95,238.73,50.08,0,1,15,2,11.3,6,95.27,664,0
21,Self-Employed,337400,6.1,1,Personal,625000,60,1,305500,8490,82.92,185.24,15.57,0,0,0,3,0.5,5,100,647,0
28,Salaried,826100,5.5,2,Vehicle,598000,12,4,607800,18060,95,72.39,18.31,0,1,10,3,10.1,5,99.21,708,0
23,Salaried,594500,1.2,2,Education,1166000,36,2,124800,2670,89.86,196.13,11.95,1,3,19,6,0.5,4,85.66,620,0
52,Professional,657500,6.5,1,Business,318000,48,0,0,0,15.49,48.37,11.24,0,0,0,0,25.3,2,100,773,1
48,Salaried,781500,9,1,Personal,1482000,60,0,0,0,57.03,189.64,6.16,0,1,6,6,19.8,4,95.06,758,0
21,Salaried,402700,2.8,1,Personal,799000,84,0,0,0,39.58,198.41,8.7,0,2,32,2,0.5,2,98,683,0
27,Professional,782500,11.5,1,Home,1806000,48,4,607600,17100,95,230.8,24.48,0,0,0,2,4.8,6,97.94,678,0
24,Salaried,400900,1.2,0,Medical,1010000,36,2,477600,13790,95,251.93,10.16,0,0,0,3,2.8,5,98.09,661,0
38,Salaried,827100,5.1,2,Personal,1808000,24,2,840600,33040,95,218.6,22.71,0,0,0,1,20,9,97.14,724,0
28,Self-Employed,420200,9.3,1,Medical,319000,12,2,593200,15290,95,75.92,38.4,0,1,10,2,6.4,4,96.43,636,0
34,Self-Employed,797700,4.4,3,Personal,585000,24,0,0,0,40.57,73.34,24.5,0,2,25,4,2.4,5,91.91,698,1
24,Self-Employed,522600,4.1,1,Business,704000,60,0,0,0,35.75,134.71,35.7,1,3,27,3,0.5,1,82.87,580,0
40,Salaried,587600,0.5,2,Education,312000,12,0,0,0,57.5,53.1,23.91,0,1,16,2,22.6,3,94.64,760,1
22,Salaried,546400,8.6,1,Personal,332000,48,1,50100,1060,23.62,60.76,69.83,1,0,0,2,0.5,6,89.28,549,0
57,Salaried,364900,4.9,2,Business,631000,60,3,941800,21650,95,172.92,54.06,0,1,9,2,35,6,96.42,754,0
49,Self-Employed,711900,8,1,Personal,1624000,24,0,0,0,95,228.12,16.36,0,1,13,3,26.2,2,94.64,786,0
57,Salaried,401100,2.3,3,Medical,219000,72,0,0,0,13.36,54.6,5.73,0,2,26,3,35,3,91.29,795,1
41,Salaried,499300,6.2,0,Vehicle,139000,60,3,774300,23650,64.46,27.84,18.02,0,2,32,5,15.9,5,94.05,714,1
49,Salaried,728200,12.2,1,Home Renovation,1196000,12,1,166400,6640,95,164.24,35.06,0,0,0,1,20.2,5,100,716,1
44,Salaried,493600,0.5,1,Business,560000,36,0,0,0,47.68,113.45,70.21,0,0,0,5,18.4,6,100,677,0
27,Salaried,1073900,9.4,4,Home,1763000,36,1,133100,4830,69.03,164.17,51.34,0,0,0,0,8.3,4,100,648,0
33,Salaried,883200,8.4,4,Personal,684000,36,1,896500,17610,54.16,77.45,25.87,1,2,32,0,8.5,4,90.51,652,0
40,Self-Employed,1019200,10.2,1,Personal,626000,60,2,287000,9170,29.5,61.42,12.48,0,0,0,3,18.1,7,100,715,1
46,Self-Employed,574700,5.1,2,Medical,1407000,24,1,254600,5510,95,244.82,32.85,0,1,18,1,23.8,2,94.3,743,0
36,Self-Employed,908300,3.1,2,Vehicle,1528000,12,2,203100,6520,95,168.23,22.06,0,1,6,0,10.9,4,96.74,708,0
41,Salaried,748400,4.1,1,Home,1724000,24,1,942700,30470,95,230.36,70.27,0,1,11,4,12.9,3,92.63,606,0
33,Salaried,1753600,0.5,2,Medical,2337000,60,0,0,0,36.65,133.27,7.49,0,1,7,1,6.8,4,98.8,728,1
32,Salaried,247300,4.4,0,Business,131000,36,0,0,0,22.69,52.97,36.15,0,0,0,0,6.2,6,100,661,1
23,Salaried,575800,6.3,1,Business,426000,12,0,0,0,78.87,73.98,21.05,0,0,0,1,1.3,2,100,669,1
40,Business Owner,773700,3.4,3,Vehicle,1288000,12,0,0,0,95,166.47,22.88,0,2,25,4,6,1,100,679,1
32,Salaried,377500,2.1,1,Education,496000,60,0,0,0,38.05,131.39,10.06,0,2,33,1,8.2,3,98.55,725,1
25,Professional,469500,11.1,2,Vehicle,436000,12,1,128000,2330,95,92.86,42.63,0,3,23,0,0.5,3,89.39,623,0
31,Professional,879900,11.1,0,Personal,1956000,48,1,159800,4190,79.08,222.3,24.92,0,2,24,2,2.4,4,95.7,672,0
38,Salaried,428600,5.3,2,Business,595000,48,1,282600,5670,63.38,138.82,6.75,0,1,8,0,5.2,3,100,727,1
42,Self-Employed,721900,5.6,2,Vehicle,1618000,72,2,127000,3250,63.39,224.13,16.55,0,0,0,6,17,6,100,759,1
34,Salaried,824900,5.8,4,Personal,1454000,72,0,0,0,45.94,176.26,32.77,0,0,0,3,3.2,4,100,648,1
45,Self-Employed,820600,2.2,4,Personal,2098000,60,1,19800,550,78.62,255.67,55.85,0,0,0,2,20.7,2,100,706,0
49,Salaried,928700,3.6,0,Medical,2519000,24,2,420700,12590,95,271.24,19.46,0,2,23,3,30.2,7,96.95,784,0
34,Salaried,625600,6.4,4,Education,177000,24,0,0,0,16.14,28.29,21.43,1,2,20,0,5.6,3,84.11,657,0
44,Self-Employed,728500,4.3,1,Home Renovation,826000,36,0,0,0,44.05,113.38,20.89,0,0,0,0,21.9,2,100,739,1
30,Salaried,1764600,7.2,1,Vehicle,3057000,72,0,0,0,39.5,173.24,19.49,0,0,0,3,7,3,100,739,1
25,Salaried,519500,6.1,2,Consumer Durable,1384000,36,3,638000,22040,95,266.41,30.55,0,1,9,4,3.8,5,95.96,625,0
28,Salaried,1140700,7.3,4,Personal,370000,60,2,206600,6520,15.76,32.44,70.86,0,0,0,2,6.8,4,99.08,597,1
29,Business Owner,791800,5.9,0,Medical,1302000,24,0,0,0,93.27,164.44,16.27,0,1,12,3,5,4,96.7,687,0
32,Salaried,934700,8.2,3,Personal,1269000,72,2,593800,16100,50.31,135.77,40.08,0,0,0,0,8.5,4,99.38,687,1
53,Salaried,650500,10.7,2,Home,1672000,36,0,0,0,95,257.03,42.92,0,1,17,6,30.4,4,97.67,733,0
